"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 03- 20","2,327,000","2,373,000","2,393,000","2,315,000","2.90K","-1.94%"
"2023- 03- 19","2,373,000","2,336,000","2,428,000","2,335,000","5.45K","1.58%"
"2023- 03- 18","2,336,000","2,363,000","2,422,000","2,330,000","3.80K","-1.14%"
"2023- 03- 17","2,363,000","2,226,000","2,372,000","2,219,000","5.97K","6.15%"
"2023- 03- 16","2,226,000","2,209,000","2,247,000","2,182,000","3.51K","0.77%"
"2023- 03- 15","2,209,000","2,236,000","2,259,000","2,168,000","5.14K","-1.25%"
"2023- 03- 14","2,237,000","2,200,000","2,318,000","2,174,000","7.33K","1.68%"
"2023- 03- 13","2,200,000","2,095,000","2,217,000","2,073,000","6.96K","5.01%"
"2023- 03- 12","2,095,000","1,992,000","2,107,000","1,948,000","10.66K","5.22%"
"2023- 03- 11","1,991,000","1,936,000","1,999,000","1,914,000","2.97K","2.84%"
"2023- 03- 10","1,936,000","1,945,000","1,945,000","1,869,000","2.33K","-0.46%"
"2023- 03- 09","1,945,000","2,048,000","2,065,000","1,923,000","6.83K","-5.03%"
"2023- 03- 08","2,048,000","2,076,000","2,085,000","2,045,000","2.26K","-1.35%"
"2023- 03- 07","2,076,000","2,078,000","2,104,000","2,051,000","4.03K","-0.14%"
"2023- 03- 06","2,079,000","2,092,000","2,105,000","2,065,000","1.80K","-0.62%"
"2023- 03- 05","2,092,000","2,090,000","2,107,000","2,072,000","1.11K","0.10%"
"2023- 03- 04","2,090,000","2,085,000","2,100,000","2,080,000","2.60K","0.24%"
"2023- 03- 03","2,085,000","2,184,000","2,187,000","2,061,000","2.08K","-4.53%"
"2023- 03- 02","2,184,000","2,193,000","2,203,000","2,152,000","1.33K","-0.41%"
"2023- 03- 01","2,193,000","2,149,000","2,198,000","2,135,000","1.02K","2.05%"
"2023- 02- 28","2,149,000","2,173,000","2,185,000","2,142,000","1.97K","-1.10%"
"2023- 02- 27","2,173,000","2,177,000","2,206,000","2,146,000","2.42K","-0.18%"
"2023- 02- 26","2,177,000","2,131,000","2,183,000","2,113,000","2.07K","2.16%"
"2023- 02- 25","2,131,000","2,139,000","2,140,000","2,087,000","1.98K","-0.37%"
"2023- 02- 24","2,139,000","2,162,000","2,170,000","2,102,000","4.59K","-1.06%"
"2023- 02- 23","2,162,000","2,150,000","2,182,000","2,134,000","2.00K","0.51%"
"2023- 02- 22","2,151,000","2,157,000","2,166,000","2,093,000","3.49K","-0.28%"
"2023- 02- 21","2,157,000","2,189,000","2,213,000","2,136,000","3.06K","-1.46%"
"2023- 02- 20","2,189,000","2,175,000","2,212,000","2,146,000","1.92K","0.60%"
"2023- 02- 19","2,176,000","2,181,000","2,214,000","2,165,000","4.02K","-0.23%"
"2023- 02- 18","2,181,000","2,181,000","2,202,000","2,171,000","1.14K","0.00%"
"2023- 02- 17","2,181,000","2,116,000","2,210,000","2,111,000","3.52K","3.07%"
"2023- 02- 16","2,116,000","2,146,000","2,236,000","2,108,000","9.78K","-1.35%"
"2023- 02- 15","2,145,000","2,016,000","2,155,000","1,998,000","7.87K","6.35%"
"2023- 02- 14","2,017,000","1,958,000","2,023,000","1,930,000","5.59K","3.01%"
"2023- 02- 13","1,958,000","1,966,000","1,975,000","1,906,000","4.50K","-0.41%"
"2023- 02- 12","1,966,000","1,995,000","1,999,000","1,949,000","3.87K","-1.45%"
"2023- 02- 11","1,995,000","1,968,000","1,998,000","1,961,000","2.83K","1.37%"
"2023- 02- 10","1,968,000","1,997,000","2,007,000","1,941,000","5.91K","-1.45%"
"2023- 02- 09","1,997,000","2,105,000","2,111,000","1,988,000","7.43K","-5.13%"
"2023- 02- 08","2,105,000","2,115,000","2,139,000","2,084,000","4.55K","-0.52%"
"2023- 02- 07","2,116,000","2,071,000","2,120,000","2,068,000","5.61K","2.17%"
"2023- 02- 06","2,071,000","2,059,000","2,105,000","2,036,000","4.89K","0.58%"
"2023- 02- 05","2,059,000","2,101,000","2,108,000","2,048,000","2.38K","-2.00%"
"2023- 02- 04","2,101,000","2,088,000","2,130,000","2,080,000","2.65K","0.57%"
"2023- 02- 03","2,089,000","2,068,000","2,101,000","2,046,000","4.29K","1.02%"
"2023- 02- 02","2,068,000","2,049,000","2,134,000","2,049,000","6.24K","0.93%"
"2023- 02- 01","2,049,000","1,991,000","2,061,000","1,957,000","7.19K","2.91%"
"2023- 01- 31","1,991,000","1,968,000","2,012,000","1,952,000","3.45K","1.17%"
"2023- 01- 30","1,968,000","2,055,000","2,058,000","1,936,000","5.98K","-4.23%"
"2023- 01- 29","2,055,000","1,985,000","2,069,000","1,979,000","4.34K","3.53%"
"2023- 01- 28","1,985,000","2,006,000","2,016,000","1,968,000","2.38K","-1.05%"
"2023- 01- 27","2,006,000","2,013,000","2,025,000","1,962,000","3.96K","-0.40%"
"2023- 01- 26","2,014,000","2,010,000","2,034,000","1,989,000","3.97K","0.20%"
"2023- 01- 25","2,010,000","1,950,000","2,035,000","1,905,000","6.77K","3.08%"
"2023- 01- 24","1,950,000","2,033,000","2,053,000","1,928,000","6.41K","-4.08%"
"2023- 01- 23","2,033,000","2,037,000","2,057,000","2,001,000","4.25K","-0.20%"
"2023- 01- 22","2,037,000","2,023,000","2,065,000","2,012,000","6.80K","0.69%"
"2023- 01- 21","2,023,000","2,049,000","2,088,000","2,019,000","5.79K","-1.27%"
"2023- 01- 20","2,049,000","1,930,000","2,056,000","1,925,000","8.62K","6.17%"
"2023- 01- 19","1,930,000","1,881,000","1,941,000","1,880,000","4.00K","2.55%"
"2023- 01- 18","1,882,000","1,945,000","1,993,000","1,878,000","11.86K","-3.24%"
"2023- 01- 17","1,945,000","1,964,000","1,985,000","1,924,000","4.18K","-0.92%"
"2023- 01- 16","1,963,000","1,925,000","1,987,000","1,899,000","6.31K","1.97%"
"2023- 01- 15","1,925,000","1,916,000","1,937,000","1,878,000","4.87K","0.47%"
"2023- 01- 14","1,916,000","1,808,000","1,955,000","1,806,000","4.40K","5.97%"
"2023- 01- 13","1,808,000","1,772,000","1,822,000","1,754,000","6.92K","2.03%"
"2023- 01- 12","1,772,000","1,740,000","1,798,000","1,728,000","9.29K","1.84%"
"2023- 01- 11","1,740,000","1,679,000","1,744,000","1,667,000","6.20K","3.63%"
"2023- 01- 10","1,679,000","1,664,000","1,690,000","1,658,000","2.60K","0.90%"
"2023- 01- 09","1,664,000","1,635,000","1,688,000","1,629,000","4.27K","1.84%"
"2023- 01- 08","1,634,000","1,609,000","1,639,000","1,601,000","3.05K","1.55%"
"2023- 01- 07","1,609,000","1,611,000","1,615,000","1,604,000","1.82K","-0.12%"
"2023- 01- 06","1,611,000","1,603,000","1,618,000","1,577,000","2.66K","0.50%"
"2023- 01- 05","1,603,000","1,610,000","1,615,000","1,590,000","2.38K","-0.43%"
"2023- 01- 04","1,610,000","1,557,000","1,621,000","1,555,000","3.47K","3.40%"
"2023- 01- 03","1,557,000","1,543,000","1,560,000","1,542,000","2.07K","0.91%"
"2023- 01- 02","1,543,000","1,525,000","1,558,000","1,520,000","2.42K","1.18%"
"2023- 01- 01","1,525,000","1,524,000","1,534,000","1,520,000","1.13K","0.07%"
"2022- 12- 31","1,524,000","1,524,000","1,539,000","1,513,000","1.75K","0.00%"
"2022- 12- 30","1,524,000","1,530,000","1,531,000","1,500,000","1.89K","-0.39%"
"2022- 12- 29","1,530,000","1,514,000","1,541,000","1,504,000","2.93K","1.06%"
"2022- 12- 28","1,514,000","1,547,000","1,548,000","1,506,000","3.03K","-2.13%"
"2022- 12- 27","1,547,000","1,574,000","1,580,000","1,539,000","2.26K","-1.72%"
"2022- 12- 26","1,574,000","1,579,000","1,580,000","1,556,000","2.10K","-0.32%"
"2022- 12- 25","1,579,000","1,591,000","1,594,000","1,561,000","2.60K","-0.75%"
"2022- 12- 24","1,591,000","1,589,000","1,598,000","1,582,000","1.14K","0.13%"
"2022- 12- 23","1,589,000","1,584,000","1,598,000","1,574,000","1.20K","0.32%"
"2022- 12- 22","1,584,000","1,581,000","1,600,000","1,547,000","4.49K","0.19%"
"2022- 12- 21","1,581,000","1,585,000","1,592,000","1,568,000","2.73K","-0.25%"
"2022- 12- 20","1,585,000","1,537,000","1,601,000","1,530,000","3.65K","3.12%"
"2022- 12- 19","1,537,000","1,570,000","1,578,000","1,519,000","4.37K","-2.10%"
"2022- 12- 18","1,570,000","1,576,000","1,585,000","1,558,000","0.58K","-0.38%"
"2022- 12- 17","1,576,000","1,561,000","1,577,000","1,539,000","2.63K","0.96%"
"2022- 12- 16","1,561,000","1,674,000","1,681,000","1,547,000","8.10K","-6.81%"
"2022- 12- 15","1,675,000","1,709,000","1,716,000","1,667,000","3.00K","-1.99%"
"2022- 12- 14","1,709,000","1,722,000","1,760,000","1,707,000","6.07K","-0.75%"
"2022- 12- 13","1,722,000","1,692,000","1,760,000","1,658,000","4.18K","1.71%"
"2022- 12- 12","1,693,000","1,683,000","1,695,000","1,653,000","2.57K","0.59%"
"2022- 12- 11","1,683,000","1,687,000","1,703,000","1,676,000","2.64K","-0.24%"
"2022- 12- 10","1,687,000","1,685,000","1,705,000","1,680,000","2.54K","0.12%"
"2022- 12- 09","1,685,000","1,703,000","1,719,000","1,680,000","2.63K","-0.94%"
"2022- 12- 08","1,701,000","1,649,000","1,717,000","1,638,000","5.56K","3.09%"
"2022- 12- 07","1,650,000","1,699,000","1,704,000","1,634,000","5.72K","-2.88%"
"2022- 12- 06","1,699,000","1,688,000","1,701,000","1,669,000","3.02K","0.59%"
"2022- 12- 05","1,689,000","1,715,000","1,734,000","1,678,000","4.55K","-1.46%"
"2022- 12- 04","1,714,000","1,678,000","1,722,000","1,677,000","4.54K","2.15%"
"2022- 12- 03","1,678,000","1,735,000","1,747,000","1,673,000","3.00K","-3.29%"
"2022- 12- 02","1,735,000","1,729,000","1,741,000","1,702,000","2.71K","0.35%"
"2022- 12- 01","1,729,000","1,752,000","1,755,000","1,711,000","4.05K","-1.31%"
"2022- 11- 30","1,752,000","1,656,000","1,766,000","1,653,000","9.31K","5.67%"
"2022- 11- 29","1,658,000","1,608,000","1,670,000","1,596,000","5.28K","3.11%"
"2022- 11- 28","1,608,000","1,645,000","1,650,000","1,596,000","6.14K","-2.31%"
"2022- 11- 27","1,646,000","1,660,000","1,677,000","1,643,000","16.93K","-0.84%"
"2022- 11- 26","1,660,000","1,646,000","1,686,000","1,644,000","10.13K","0.85%"
"2022- 11- 25","1,646,000","1,646,000","1,654,000","1,599,000","6.01K","0.00%"
"2022- 11- 24","1,646,000","1,638,000","1,672,000","1,625,000","6.57K","0.43%"
"2022- 11- 23","1,639,000","1,584,000","1,644,000","1,572,000","6.81K","3.47%"
"2022- 11- 22","1,584,000","1,559,000","1,590,000","1,513,000","3.85K","1.60%"
"2022- 11- 21","1,559,000","1,600,000","1,602,000","1,529,000","8.30K","-2.50%"
"2022- 11- 20","1,599,000","1,682,000","1,689,000","1,585,000","4.69K","-4.93%"
"2022- 11- 19","1,682,000","1,668,000","1,698,000","1,666,000","2.44K","0.72%"
"2022- 11- 18","1,670,000","1,674,000","1,683,000","1,660,000","1.60K","0.91%"
"2022- 11- 17","1,655,000","1,678,000","1,687,000","1,628,000","2.92K","-0.60%"
"2022- 11- 16","1,665,000","1,705,000","1,723,000","1,638,000","2.65K","-2.35%"
"2022- 11- 15","1,705,000","1,697,000","1,749,000","1,687,000","4.84K","0.47%"
"2022- 11- 14","1,697,000","1,682,000","1,761,000","1,583,000","7.29K","1.01%"
"2022- 11- 13","1,680,000","1,747,000","1,764,000","1,669,000","5.58K","-3.84%"
"2022- 11- 12","1,747,000","1,788,000","1,796,000","1,714,000","2.91K","-2.24%"
"2022- 11- 11","1,787,000","1,830,000","1,849,000","1,679,000","8.57K","-2.40%"
"2022- 11- 10","1,831,000","1,588,000","1,873,000","1,574,000","17.58K","15.37%"
"2022- 11- 09","1,587,000","1,917,000","1,928,000","1,550,000","41.40K","-17.17%"
"2022- 11- 08","1,916,000","2,207,000","2,215,000","1,854,000","37.98K","-13.19%"
"2022- 11- 07","2,207,000","2,212,000","2,254,000","2,184,000","3.45K","-0.27%"
"2022- 11- 06","2,213,000","2,274,000","2,290,000","2,207,000","4.38K","-2.68%"
"2022- 11- 05","2,274,000","2,287,000","2,319,000","2,265,000","1.95K","-0.57%"
"2022- 11- 04","2,287,000","2,176,000","2,332,000","2,175,000","3.27K","5.10%"
"2022- 11- 03","2,176,000","2,162,000","2,204,000","2,160,000","2.27K","0.65%"
"2022- 11- 02","2,162,000","2,217,000","2,284,000","2,137,000","12.40K","-2.48%"
"2022- 11- 01","2,217,000","2,208,000","2,251,000","2,203,000","1.70K","0.41%"
"2022- 10- 31","2,208,000","2,234,000","2,293,000","2,182,000","4.66K","-1.16%"
"2022- 10- 30","2,234,000","2,265,000","2,300,000","2,220,000","2.30K","-1.37%"
"2022- 10- 29","2,265,000","2,186,000","2,314,000","2,178,000","6.52K","3.71%"
"2022- 10- 28","2,184,000","2,132,000","2,212,000","2,105,000","4.39K","2.49%"
"2022- 10- 27","2,131,000","2,193,000","2,207,000","2,120,000","7.60K","-2.83%"
"2022- 10- 26","2,193,000","2,070,000","2,233,000","2,067,000","6.39K","5.94%"
"2022- 10- 25","2,070,000","1,931,000","2,144,000","1,917,000","15.44K","7.20%"
"2022- 10- 24","1,931,000","1,951,000","1,963,000","1,910,000","2.96K","-1.03%"
"2022- 10- 23","1,951,000","1,888,000","1,958,000","1,873,000","6.14K","3.34%"
"2022- 10- 22","1,888,000","1,871,000","1,897,000","1,865,000","1.20K","0.91%"
"2022- 10- 21","1,871,000","1,851,000","1,882,000","1,820,000","2.26K","1.08%"
"2022- 10- 20","1,851,000","1,858,000","1,882,000","1,837,000","3.71K","-0.38%"
"2022- 10- 19","1,858,000","1,884,000","1,887,000","1,852,000","1.57K","-1.38%"
"2022- 10- 18","1,884,000","1,907,000","1,917,000","1,856,000","3.40K","-1.21%"
"2022- 10- 17","1,907,000","1,877,000","1,915,000","1,861,000","1.48K","1.60%"
"2022- 10- 16","1,877,000","1,841,000","1,892,000","1,840,000","4.15K","1.96%"
"2022- 10- 15","1,841,000","1,870,000","1,874,000","1,827,000","1.47K","-1.55%"
"2022- 10- 14","1,870,000","1,845,000","1,919,000","1,841,000","3.74K","1.19%"
"2022- 10- 13","1,848,000","1,857,000","1,872,000","1,730,000","6.74K","-0.48%"
"2022- 10- 12","1,857,000","1,836,000","1,870,000","1,832,000","0.83K","1.14%"
"2022- 10- 11","1,836,000","1,850,000","1,861,000","1,823,000","2.08K","-0.76%"
"2022- 10- 10","1,850,000","1,884,000","1,905,000","1,848,000","3.32K","-1.86%"
"2022- 10- 09","1,885,000","1,880,000","1,894,000","1,869,000","1.51K","0.27%"
"2022- 10- 08","1,880,000","1,895,000","1,903,000","1,870,000","2.43K","-0.79%"
"2022- 10- 07","1,895,000","1,925,000","1,936,000","1,880,000","3.11K","-1.56%"
"2022- 10- 06","1,925,000","1,927,000","1,954,000","1,918,000","3.22K","-0.10%"
"2022- 10- 05","1,927,000","1,940,000","1,944,000","1,887,000","3.33K","-0.72%"
"2022- 10- 04","1,941,000","1,907,000","1,948,000","1,902,000","3.12K","1.78%"
"2022- 10- 03","1,907,000","1,857,000","1,917,000","1,841,000","2.79K","2.69%"
"2022- 10- 02","1,857,000","1,894,000","1,902,000","1,850,000","3.54K","-1.95%"
"2022- 10- 01","1,894,000","1,911,000","1,920,000","1,883,000","1.99K","-0.89%"
"2022- 09- 30","1,911,000","1,908,000","1,963,000","1,895,000","5.41K","0.16%"
"2022- 09- 29","1,908,000","1,924,000","1,948,000","1,862,000","7.96K","-0.83%"
"2022- 09- 28","1,924,000","1,916,000","1,946,000","1,829,000","7.85K","0.42%"
"2022- 09- 27","1,916,000","1,919,000","1,995,000","1,881,000","9.25K","-0.16%"
"2022- 09- 26","1,919,000","1,861,000","1,921,000","1,846,000","5.15K","3.12%"
"2022- 09- 25","1,861,000","1,897,000","1,916,000","1,834,000","4.20K","-1.90%"
"2022- 09- 24","1,897,000","1,899,000","1,937,000","1,877,000","4.10K","-0.11%"
"2022- 09- 23","1,899,000","1,887,000","1,935,000","1,816,000","8.35K","0.64%"
"2022- 09- 22","1,887,000","1,793,000","1,915,000","1,782,000","7.65K","5.30%"
"2022- 09- 21","1,792,000","1,874,000","1,965,000","1,755,000","24.73K","-4.38%"
"2022- 09- 20","1,874,000","1,940,000","1,955,000","1,859,000","9.23K","-3.40%"
"2022- 09- 19","1,940,000","1,887,000","1,962,000","1,829,000","9.09K","2.81%"
"2022- 09- 18","1,887,000","2,058,000","2,059,000","1,870,000","15.36K","-8.31%"
"2022- 09- 17","2,058,000","2,022,000","2,069,000","1,991,000","4.25K","1.78%"
"2022- 09- 16","2,022,000","2,092,000","2,103,000","1,996,000","6.19K","-3.35%"
"2022- 09- 15","2,092,000","2,290,000","2,325,000","2,080,000","13.60K","-8.65%"
"2022- 09- 14","2,290,000","2,177,000","2,300,000","2,162,000","5.90K","5.19%"
"2022- 09- 13","2,177,000","2,344,000","2,378,000","2,161,000","7.85K","-7.12%"
"2022- 09- 12","2,344,000","2,410,000","2,421,000","2,322,000","5.99K","-2.74%"
"2022- 09- 11","2,410,000","2,420,000","2,426,000","2,371,000","5.72K","-0.41%"
"2022- 09- 10","2,420,000","2,356,000","2,429,000","2,336,000","6.07K","2.72%"
"2022- 09- 09","2,356,000","2,269,000","2,371,000","2,264,000","5.55K","3.83%"
"2022- 09- 08","2,269,000","2,260,000","2,297,000","2,224,000","5.86K","0.40%"
"2022- 09- 07","2,260,000","2,185,000","2,294,000","2,103,000","7.81K","3.48%"
"2022- 09- 06","2,184,000","2,230,000","2,320,000","2,180,000","12.56K","-2.06%"
"2022- 09- 05","2,230,000","2,173,000","2,245,000","2,151,000","7.20K","2.62%"
"2022- 09- 04","2,173,000","2,153,000","2,180,000","2,135,000","2.29K","0.93%"
"2022- 09- 03","2,153,000","2,177,000","2,187,000","2,131,000","2.33K","-1.10%"
"2022- 09- 02","2,177,000","2,174,000","2,260,000","2,145,000","8.02K","0.14%"
"2022- 09- 01","2,174,000","2,133,000","2,190,000","2,096,000","7.46K","1.92%"
"2022- 08- 31","2,133,000","2,097,000","2,207,000","2,097,000","7.14K","1.77%"
"2022- 08- 30","2,096,000","2,126,000","2,202,000","2,047,000","17.31K","-1.41%"
"2022- 08- 29","2,126,000","1,975,000","2,137,000","1,970,000","9.30K","7.65%"
"2022- 08- 28","1,975,000","2,066,000","2,089,000","1,972,000","8.10K","-4.40%"
"2022- 08- 27","2,066,000","2,079,000","2,098,000","2,005,000","10.76K","-0.63%"
"2022- 08- 26","2,079,000","2,301,000","2,312,000","2,055,000","24.04K","-9.65%"
"2022- 08- 25","2,301,000","2,254,000","2,333,000","2,251,000","5.20K","2.09%"
"2022- 08- 24","2,254,000","2,262,000","2,298,000","2,198,000","6.04K","-0.35%"
"2022- 08- 23","2,262,000","2,218,000","2,274,000","2,137,000","6.01K","1.98%"
"2022- 08- 22","2,218,000","2,216,000","2,225,000","2,110,000","8.41K","0.09%"
"2022- 08- 21","2,216,000","2,187,000","2,279,000","2,151,000","4.73K","1.33%"
"2022- 08- 20","2,187,000","2,208,000","2,283,000","2,110,000","9.37K","-0.95%"
"2022- 08- 19","2,208,000","2,525,000","2,527,000","2,203,000","14.62K","-12.55%"
"2022- 08- 18","2,525,000","2,479,000","2,540,000","2,467,000","5.40K","1.86%"
"2022- 08- 17","2,479,000","2,524,000","2,606,000","2,451,000","6.37K","-1.78%"
"2022- 08- 16","2,524,000","2,558,000","2,576,000","2,500,000","7.16K","-1.33%"
"2022- 08- 15","2,558,000","2,595,000","2,672,000","2,520,000","8.36K","-1.43%"
"2022- 08- 14","2,595,000","2,646,000","2,693,000","2,556,000","9.80K","-1.93%"
"2022- 08- 13","2,646,000","2,597,000","2,674,000","2,582,000","5.94K","1.89%"
"2022- 08- 12","2,597,000","2,498,000","2,601,000","2,475,000","11.57K","3.96%"
"2022- 08- 11","2,498,000","2,448,000","2,558,000","2,443,000","8.45K","2.04%"
"2022- 08- 10","2,448,000","2,281,000","2,485,000","2,232,000","11.06K","7.32%"
"2022- 08- 09","2,281,000","2,349,000","2,371,000","2,236,000","6.28K","-2.89%"
"2022- 08- 08","2,349,000","2,252,000","2,391,000","2,246,000","7.18K","4.31%"
"2022- 08- 07","2,252,000","2,245,000","2,284,000","2,224,000","3.59K","0.31%"
"2022- 08- 06","2,245,000","2,295,000","2,312,000","2,241,000","6.12K","-2.18%"
"2022- 08- 05","2,295,000","2,153,000","2,298,000","2,148,000","7.56K","6.60%"
"2022- 08- 04","2,153,000","2,174,000","2,214,000","2,122,000","6.07K","-0.97%"
"2022- 08- 03","2,174,000","2,183,000","2,240,000","2,138,000","6.48K","-0.50%"
"2022- 08- 02","2,185,000","2,162,000","2,225,000","2,081,000","11.59K","1.06%"
"2022- 08- 01","2,162,000","2,215,000","2,245,000","2,137,000","9.58K","-2.39%"
"2022- 07- 31","2,215,000","2,242,000","2,302,000","2,200,000","12.18K","-1.20%"
"2022- 07- 30","2,242,000","2,276,000","2,295,000","2,222,000","9.97K","-1.45%"
"2022- 07- 29","2,275,000","2,260,000","2,326,000","2,187,000","16.95K","0.66%"
"2022- 07- 28","2,260,000","2,151,000","2,328,000","2,109,000","16.05K","5.07%"
"2022- 07- 27","2,151,000","1,936,000","2,157,000","1,903,000","28.41K","11.16%"
"2022- 07- 26","1,935,000","1,925,000","1,941,000","1,815,000","15.57K","0.62%"
"2022- 07- 25","1,923,000","2,108,000","2,126,000","1,922,000","18.14K","-8.78%"
"2022- 07- 24","2,108,000","2,050,000","2,183,000","2,047,000","7.09K","2.83%"
"2022- 07- 23","2,050,000","2,036,000","2,100,000","1,980,000","13.59K","0.84%"
"2022- 07- 22","2,033,000","2,070,000","2,164,000","2,013,000","9.76K","-1.79%"
"2022- 07- 21","2,070,000","1,997,000","2,108,000","1,935,000","8.18K","3.66%"
"2022- 07- 20","1,997,000","2,025,000","2,122,000","1,975,000","12.80K","-1.38%"
"2022- 07- 19","2,025,000","2,073,000","2,140,000","1,968,000","13.49K","-2.41%"
"2022- 07- 18","2,075,000","1,768,000","2,089,000","1,765,000","18.37K","17.36%"
"2022- 07- 17","1,768,000","1,781,000","1,819,000","1,747,000","9.10K","-0.73%"
"2022- 07- 16","1,781,000","1,624,000","1,870,000","1,581,000","15.50K","9.80%"
"2022- 07- 15","1,622,000","1,570,000","1,630,000","1,558,000","34.33K","3.31%"
"2022- 07- 14","1,570,000","1,467,000","1,596,000","1,424,000","14.44K","7.02%"
"2022- 07- 13","1,467,000","1,380,000","1,470,000","1,346,000","8.09K","6.30%"
"2022- 07- 12","1,380,000","1,453,000","1,454,000","1,377,000","8.17K","-5.02%"
"2022- 07- 11","1,453,000","1,530,000","1,536,000","1,450,000","8.07K","-5.03%"
"2022- 07- 10","1,530,000","1,589,000","1,593,000","1,517,000","3.91K","-3.71%"
"2022- 07- 09","1,589,000","1,590,000","1,606,000","1,577,000","1.99K","-0.13%"
"2022- 07- 08","1,591,000","1,609,000","1,650,000","1,567,000","6.37K","-1.24%"
"2022- 07- 07","1,611,000","1,555,000","1,629,000","1,525,000","8.04K","3.60%"
"2022- 07- 06","1,555,000","1,493,000","1,575,000","1,467,000","17.26K","4.15%"
